claim_id,dealer_id,supplier_id,part_name,failure_type,claim_amount,repair_cost,claim_frequency,days_since_last_claim,failure_severity,fraud_label
CLM03029,1009,SUP-023,Wheel Bearing,Wear,24488,7805,19,317,3,0
CLM03030,1983,SUP-009,V-Belt,Wear,16772,26473,4,358,8,0
CLM03031,1377,SUP-094,Wheel Bearing,Corrosion,24116,22440,14,61,1,0
CLM03032,1632,SUP-050,Brake Chamber,Wear,34027,654,6,252,9,0
CLM03033,1636,SUP-016,V-Belt,Leak,2656,11878,13,248,7,0
CLM03034,1681,SUP-033,Fuel/Water Separator,Misalignment,44915,26191,7,264,7,0
CLM03035,1583,SUP-002,Radiator Hose,Misalignment,29855,14157,12,54,6,0
CLM03036,1151,SUP-014,U-Joint,Leak,45079,20549,14,181,1,0
CLM03037,1719,SUP-001,Radiator Hose,Corrosion,40058,28672,13,148,2,0
CLM03038,1048,SUP-090,U-Joint,Breakage,6913,23611,11,46,3,0
CLM03039,1153,SUP-058,Air Filter,Leak,8973,17998,6,118,1,0
CLM03040,1858,SUP-089,Relay Valve,Misalignment,17975,1199,7,93,5,0
CLM03041,1292,SUP-016,Air Filter,Leak,43392,8065,10,31,5,0
CLM03042,1579,SUP-079,Wheel Speed Sensor,Wear,14305,12892,15,213,6,0
CLM03043,1049,SUP-090,Brake Chamber,Wear,11679,23839,9,154,7,0
CLM03044,1663,SUP-047,Fuel/Water Separator,Leak,22961,7609,3,278,9,0
CLM03045,1530,SUP-044,Fuel/Water Separator,Corrosion,1228,9287,5,313,7,0
CLM03046,1611,SUP-080,Radiator Hose,Breakage,16643,17897,10,104,6,0
CLM03047,1059,SUP-014,U-Joint,Wear,28355,25615,15,154,9,0
CLM03048,1166,SUP-093,Air Filter,Misalignment,43328,16138,3,273,2,0
CLM03049,1201,SUP-024,Fuel/Water Separator,Wear,19008,511,18,345,6,0
CLM03050,1856,SUP-055,Air Filter,Misalignment,24474,10635,3,357,5,0
CLM03051,1145,SUP-015,Relay Valve,Breakage,4979,7974,7,155,6,0
CLM03052,1914,SUP-083,Relay Valve,Wear,47343,21343,14,323,1,0
CLM03053,1675,SUP-072,U-Joint,Corrosion,1739,1161,16,56,5,0
CLM03054,1969,SUP-034,Wheel Speed Sensor,Misalignment,40289,14129,19,280,8,1
CLM03055,1992,SUP-002,Fuel/Water Separator,Wear,20558,21517,4,25,3,0
CLM03056,1438,SUP-027,Air Filter,Wear,38817,7881,3,266,3,0
CLM03057,1241,SUP-074,Air Filter,Leak,27646,29485,3,292,7,0
CLM03058,1580,SUP-099,Relay Valve,Corrosion,39154,22458,9,234,7,0
CLM03059,1686,SUP-087,Brake Chamber,Corrosion,33272,10114,4,210,2,0
CLM03060,1560,SUP-072,U-Joint,Leak,38339,6371,19,125,8,1
CLM03061,1482,SUP-092,Air Filter,Misalignment,49055,26321,11,173,5,0
CLM03062,1107,SUP-023,Relay Valve,Sensor Failure,15260,1079,15,118,9,0
CLM03063,1225,SUP-068,Relay Valve,Breakage,7594,25337,4,314,1,0
CLM03064,1672,SUP-014,V-Belt,Corrosion,14185,17379,8,83,4,0
CLM03065,1630,SUP-063,Air Filter,Sensor Failure,13572,15458,2,82,8,0
CLM03066,1660,SUP-093,V-Belt,Misalignment,41248,4725,18,23,9,1
CLM03067,1976,SUP-065,Relay Valve,Breakage,18569,13970,3,136,9,0
CLM03068,1661,SUP-068,Brake Chamber,Corrosion,17973,13579,3,306,1,0
CLM03069,1431,SUP-063,Brake Chamber,Wear,5217,16150,19,89,1,0
CLM03070,1804,SUP-096,V-Belt,Corrosion,8648,22818,12,299,7,0
CLM03071,1654,SUP-097,Relay Valve,Breakage,18519,14354,14,352,6,0
CLM03072,1418,SUP-090,V-Belt,Sensor Failure,47318,2636,13,211,7,0
CLM03073,1987,SUP-081,U-Joint,Wear,32953,5563,16,82,8,1
CLM03074,1454,SUP-087,V-Belt,Breakage,20804,22335,17,96,6,0
CLM03075,1159,SUP-064,Wheel Speed Sensor,Misalignment,11750,25705,18,46,7,0
CLM03076,1522,SUP-032,Air Filter,Breakage,1001,25581,13,360,7,0
CLM03077,1649,SUP-079,Wheel Bearing,Corrosion,18275,24181,13,271,7,0
CLM03078,1968,SUP-013,Relay Valve,Misalignment,8882,17090,8,49,2,0
CLM03079,1589,SUP-066,Brake Chamber,Leak,46854,12123,7,149,3,0
CLM03080,1076,SUP-019,Fuel/Water Separator,Leak,13748,3630,8,75,9,0
CLM03081,1508,SUP-024,Air Filter,Wear,33601,15955,17,221,1,1
CLM03082,1440,SUP-088,Wheel Bearing,Breakage,28575,18738,1,224,8,0
CLM03083,1253,SUP-011,Wheel Speed Sensor,Sensor Failure,33369,22462,3,6,7,0
CLM03084,1920,SUP-059,Fuel/Water Separator,Wear,45617,5764,4,55,6,0
CLM03085,1769,SUP-086,Brake Chamber,Misalignment,16317,7977,19,339,1,0
CLM03086,1319,SUP-015,Wheel Speed Sensor,Wear,46109,18544,2,332,9,0
CLM03087,1802,SUP-010,Brake Chamber,Corrosion,29318,24968,11,15,2,0
CLM03088,1262,SUP-041,Brake Chamber,Misalignment,47546,27657,11,11,5,0
CLM03089,1596,SUP-027,Relay Valve,Sensor Failure,37972,8048,19,167,9,1
CLM03090,1657,SUP-060,Fuel/Water Separator,Breakage,42239,16212,2,74,8,0
CLM03091,1834,SUP-073,U-Joint,Misalignment,23168,5479,5,307,4,0
CLM03092,1553,SUP-052,V-Belt,Breakage,19082,5546,19,165,8,0
CLM03093,1373,SUP-028,V-Belt,Breakage,12079,8976,9,185,9,0
CLM03094,1636,SUP-065,Air Filter,Wear,3884,1218,7,88,5,0
CLM03095,1166,SUP-017,Brake Chamber,Corrosion,28861,29064,12,243,1,0
CLM03096,1936,SUP-095,Air Filter,Wear,37347,9193,19,356,6,1
CLM03097,1752,SUP-044,Fuel/Water Separator,Leak,8195,17141,18,65,4,0
CLM03098,1458,SUP-010,Brake Chamber,Leak,3251,21789,18,273,6,0
CLM03099,1998,SUP-063,Brake Chamber,Breakage,5640,14887,9,191,1,0
CLM03100,1279,SUP-093,Wheel Bearing,Corrosion,19740,19481,2,142,4,0
CLM03101,1699,SUP-082,V-Belt,Misalignment,49761,10614,2,38,5,0
CLM03102,1301,SUP-047,Fuel/Water Separator,Breakage,13815,8512,15,153,6,0
CLM03103,1530,SUP-038,Wheel Speed Sensor,Misalignment,43891,26315,16,37,5,1
CLM03104,1579,SUP-070,Wheel Speed Sensor,Breakage,42968,16305,14,227,2,0
CLM03105,1217,SUP-076,U-Joint,Wear,30913,28370,19,342,3,1
CLM03106,1101,SUP-053,Radiator Hose,Breakage,13904,23682,15,252,5,0
CLM03107,1553,SUP-078,Fuel/Water Separator,Breakage,19462,3513,3,135,7,0
CLM03108,1287,SUP-044,Radiator Hose,Corrosion,36482,22108,6,11,4,0
CLM03109,1166,SUP-074,Wheel Bearing,Corrosion,7947,21501,6,202,6,0
CLM03110,1620,SUP-054,Wheel Speed Sensor,Misalignment,2338,21948,9,334,9,0
CLM03111,1035,SUP-020,Fuel/Water Separator,Corrosion,13782,14565,11,238,7,0
CLM03112,1743,SUP-079,Brake Chamber,Breakage,21073,1387,4,308,3,0
CLM03113,1740,SUP-031,Relay Valve,Corrosion,7614,12146,14,69,5,0
CLM03114,1352,SUP-007,U-Joint,Corrosion,1741,24165,13,170,9,0
CLM03115,1675,SUP-058,Wheel Speed Sensor,Sensor Failure,31210,1244,15,71,5,0
CLM03116,1898,SUP-010,Air Filter,Sensor Failure,1733,24120,17,271,3,0
CLM03117,1072,SUP-010,Air Filter,Leak,14944,20320,8,149,8,0
CLM03118,1647,SUP-039,Relay Valve,Wear,2806,22047,11,82,7,0
CLM03119,1352,SUP-028,Wheel Speed Sensor,Wear,14285,2204,11,1,5,0
CLM03120,1890,SUP-030,Fuel/Water Separator,Corrosion,44338,25286,16,10,5,1
CLM03121,1069,SUP-037,Brake Chamber,Leak,12457,15111,3,147,1,0
CLM03122,1424,SUP-067,U-Joint,Leak,2753,4564,15,298,8,0
CLM03123,1998,SUP-043,Air Filter,Misalignment,41126,5726,13,94,6,0
CLM03124,1707,SUP-079,Relay Valve,Sensor Failure,15587,18840,7,297,5,0
CLM03125,1780,SUP-085,Brake Chamber,Leak,6857,11218,5,233,7,0
CLM03126,1560,SUP-052,Air Filter,Breakage,34792,18586,12,148,2,0
CLM03127,1827,SUP-056,Fuel/Water Separator,Misalignment,43442,15040,3,124,3,0
CLM03128,1641,SUP-076,Brake Chamber,Corrosion,23148,4714,12,268,9,0
CLM03129,1955,SUP-068,Fuel/Water Separator,Breakage,37322,25561,5,248,5,0
CLM03130,1516,SUP-009,U-Joint,Wear,10971,27232,19,98,6,0
CLM03131,1427,SUP-092,Brake Chamber,Sensor Failure,12908,19385,19,106,8,0
CLM03132,1538,SUP-023,U-Joint,Breakage,22202,12002,1,166,3,0
CLM03133,1159,SUP-063,Relay Valve,Corrosion,27692,5627,12,113,1,0
CLM03134,1148,SUP-061,Wheel Speed Sensor,Breakage,5566,21491,6,58,4,0
CLM03135,1775,SUP-040,Wheel Bearing,Breakage,32019,9758,18,246,2,1
CLM03136,1229,SUP-044,U-Joint,Leak,15022,14620,16,267,9,0
CLM03137,1711,SUP-086,Fuel/Water Separator,Sensor Failure,44925,29303,11,339,4,0
CLM03138,1561,SUP-024,Air Filter,Wear,44720,16577,10,176,9,0
CLM03139,1066,SUP-051,U-Joint,Corrosion,40662,10507,3,296,7,0
CLM03140,1811,SUP-058,Air Filter,Misalignment,28030,11490,18,114,7,0
CLM03141,1380,SUP-090,Relay Valve,Misalignment,40850,16648,12,94,1,0
CLM03142,1057,SUP-094,V-Belt,Corrosion,45714,7037,14,250,2,0
CLM03143,1258,SUP-033,Brake Chamber,Wear,20752,28705,4,355,7,0
CLM03144,1341,SUP-016,Air Filter,Corrosion,36397,20940,10,68,5,0
CLM03145,1837,SUP-022,Air Filter,Leak,26104,17081,7,149,7,0
CLM03146,1129,SUP-057,Brake Chamber,Misalignment,21616,8131,16,5,3,0
CLM03147,1726,SUP-062,V-Belt,Misalignment,31938,28447,9,246,8,0
CLM03148,1171,SUP-082,Fuel/Water Separator,Breakage,7661,13007,3,164,4,0
CLM03149,1769,SUP-071,Wheel Speed Sensor,Leak,27047,5463,2,250,8,0
CLM03150,1613,SUP-090,Air Filter,Misalignment,40043,24852,6,135,6,0
CLM03151,1208,SUP-072,V-Belt,Leak,43995,14929,10,184,9,0
CLM03152,1802,SUP-070,V-Belt,Leak,47442,18199,4,287,6,0
CLM03153,1353,SUP-030,Relay Valve,Wear,26943,23180,4,212,4,0
CLM03154,1470,SUP-023,Air Filter,Misalignment,35487,27648,10,25,3,0
CLM03155,1797,SUP-032,U-Joint,Sensor Failure,10233,24986,10,358,4,0
CLM03156,1115,SUP-086,Fuel/Water Separator,Wear,4487,21746,13,184,7,0
CLM03157,1263,SUP-057,V-Belt,Wear,25559,26257,6,217,8,0
CLM03158,1661,SUP-009,Relay Valve,Leak,6844,3841,7,337,2,0
CLM03159,1811,SUP-031,Relay Valve,Sensor Failure,42519,15653,5,335,9,0
CLM03160,1441,SUP-071,Brake Chamber,Wear,27140,8247,15,162,7,0
CLM03161,1547,SUP-009,Air Filter,Sensor Failure,12416,8948,8,172,7,0
CLM03162,1452,SUP-013,V-Belt,Misalignment,23859,11440,10,363,4,0
CLM03163,1844,SUP-058,Fuel/Water Separator,Leak,23253,3062,12,7,7,0
CLM03164,1476,SUP-003,U-Joint,Wear,40230,16096,17,103,2,1
CLM03165,1286,SUP-035,Wheel Bearing,Sensor Failure,19184,18551,16,307,3,0
CLM03166,1302,SUP-097,Wheel Bearing,Corrosion,28846,23198,1,153,2,0
CLM03167,1310,SUP-021,U-Joint,Wear,31221,6913,4,238,5,0
CLM03168,1207,SUP-064,V-Belt,Wear,43771,19532,8,170,1,0
CLM03169,1617,SUP-095,Air Filter,Wear,22459,6234,6,311,2,0
CLM03170,1445,SUP-052,Fuel/Water Separator,Sensor Failure,16498,9328,10,294,6,0
CLM03171,1669,SUP-034,Brake Chamber,Breakage,5262,27898,18,56,6,0
CLM03172,1632,SUP-096,Air Filter,Misalignment,33914,25083,13,92,8,0
CLM03173,1054,SUP-035,Wheel Speed Sensor,Wear,46500,18463,5,162,9,0
CLM03174,1911,SUP-015,Air Filter,Corrosion,35885,24499,12,157,9,0
CLM03175,1011,SUP-096,Air Filter,Corrosion,39215,17018,18,176,7,1
CLM03176,1656,SUP-006,V-Belt,Leak,22398,28907,8,72,1,0
CLM03177,1399,SUP-085,Brake Chamber,Breakage,44623,4620,14,77,4,0
CLM03178,1907,SUP-097,V-Belt,Breakage,30924,3012,15,46,7,0
CLM03179,1647,SUP-032,Radiator Hose,Sensor Failure,1318,22989,5,293,2,0
CLM03180,1979,SUP-052,Brake Chamber,Leak,13161,29545,5,247,9,0
CLM03181,1514,SUP-083,V-Belt,Sensor Failure,13323,27319,17,3,1,0
CLM03182,1655,SUP-097,Wheel Bearing,Leak,6749,23731,13,334,9,0
CLM03183,1541,SUP-028,Radiator Hose,Misalignment,34022,24932,17,224,7,1
CLM03184,1236,SUP-095,Brake Chamber,Breakage,10528,23429,11,249,6,0
CLM03185,1278,SUP-085,Wheel Speed Sensor,Misalignment,22441,27245,1,215,7,0
CLM03186,1347,SUP-098,Fuel/Water Separator,Sensor Failure,9526,29943,13,77,2,0
CLM03187,1626,SUP-064,Wheel Speed Sensor,Leak,45051,22916,18,231,2,1
CLM03188,1103,SUP-079,Wheel Bearing,Breakage,38161,29730,6,50,3,0
CLM03189,1629,SUP-078,Wheel Bearing,Breakage,2044,12649,13,149,6,0
CLM03190,1516,SUP-019,U-Joint,Wear,13765,1732,11,107,1,0
CLM03191,1979,SUP-015,U-Joint,Sensor Failure,19175,12064,19,186,4,0
CLM03192,1871,SUP-006,Wheel Speed Sensor,Wear,49887,9645,9,287,8,0
CLM03193,1247,SUP-073,Air Filter,Breakage,1961,10230,13,7,8,0
CLM03194,1363,SUP-084,V-Belt,Sensor Failure,4749,17791,15,313,5,0
CLM03195,1320,SUP-098,Fuel/Water Separator,Sensor Failure,38333,16846,11,292,7,0
CLM03196,1632,SUP-038,Radiator Hose,Misalignment,41284,26756,16,342,5,1
CLM03197,1285,SUP-026,Fuel/Water Separator,Corrosion,17973,26985,17,280,4,0
CLM03198,1148,SUP-082,Wheel Bearing,Leak,19372,6153,5,24,6,0
CLM03199,1083,SUP-092,U-Joint,Corrosion,44799,5658,14,312,8,0
CLM03200,1965,SUP-051,Air Filter,Corrosion,44393,22810,15,213,1,0
CLM03201,1405,SUP-073,Relay Valve,Breakage,36757,4589,9,189,3,0
CLM03202,1977,SUP-096,Brake Chamber,Misalignment,39433,25694,14,77,4,0
CLM03203,1455,SUP-053,Relay Valve,Leak,5541,24663,10,124,5,0
CLM03204,1742,SUP-056,Relay Valve,Corrosion,31678,22787,13,284,1,0
CLM03205,1799,SUP-059,U-Joint,Corrosion,19344,11480,17,160,9,0
CLM03206,1160,SUP-070,Relay Valve,Sensor Failure,46154,23974,1,333,8,0
CLM03207,1783,SUP-078,Radiator Hose,Breakage,9846,26985,14,224,2,0
CLM03208,1459,SUP-092,Wheel Bearing,Corrosion,34846,19728,12,246,5,0
CLM03209,1549,SUP-058,Relay Valve,Leak,36842,4801,7,78,9,0
CLM03210,1499,SUP-088,Air Filter,Wear,43315,13370,3,96,3,0
CLM03211,1737,SUP-013,Brake Chamber,Wear,6029,25772,1,45,5,0
CLM03212,1508,SUP-043,V-Belt,Breakage,17272,15247,13,69,9,0
CLM03213,1653,SUP-076,U-Joint,Wear,49613,28480,2,99,6,0
CLM03214,1803,SUP-051,U-Joint,Sensor Failure,24770,4803,9,68,5,0
CLM03215,1480,SUP-019,Wheel Speed Sensor,Sensor Failure,14104,9096,18,78,8,0
CLM03216,1662,SUP-021,Air Filter,Leak,16855,27511,4,146,5,0
CLM03217,1113,SUP-091,Wheel Bearing,Misalignment,38524,26586,16,75,9,1
CLM03218,1748,SUP-083,Radiator Hose,Breakage,38463,24433,6,339,3,0
CLM03219,1577,SUP-024,Air Filter,Breakage,1919,5462,3,2,1,0
CLM03220,1360,SUP-026,Fuel/Water Separator,Wear,43706,11010,11,157,4,0
CLM03221,1340,SUP-045,V-Belt,Corrosion,35526,12780,5,87,7,0
CLM03222,1769,SUP-028,Brake Chamber,Corrosion,35599,27560,1,250,3,0
CLM03223,1986,SUP-082,Wheel Speed Sensor,Misalignment,10363,1357,8,48,8,0
CLM03224,1760,SUP-100,Air Filter,Corrosion,15255,28805,19,254,2,0
CLM03225,1968,SUP-029,Wheel Speed Sensor,Misalignment,4810,19276,4,65,9,0
CLM03226,1448,SUP-017,V-Belt,Leak,2440,29144,9,42,3,0
CLM03227,1842,SUP-068,Relay Valve,Breakage,44879,7271,3,134,6,0
CLM03228,1834,SUP-044,Wheel Speed Sensor,Wear,2719,8059,5,315,7,0
CLM03229,1179,SUP-061,U-Joint,Leak,45213,21166,16,81,5,1
CLM03230,1701,SUP-093,Relay Valve,Sensor Failure,1555,16903,8,19,5,0
CLM03231,1406,SUP-068,Air Filter,Sensor Failure,43193,22341,6,364,1,0
CLM03232,1665,SUP-074,Brake Chamber,Sensor Failure,13112,2920,3,180,4,0
CLM03233,1195,SUP-025,U-Joint,Misalignment,3297,11718,16,317,1,0
CLM03234,1465,SUP-095,V-Belt,Misalignment,2535,8423,8,120,9,0
CLM03235,1310,SUP-067,Relay Valve,Breakage,15931,16950,13,335,9,0
CLM03236,1261,SUP-002,U-Joint,Sensor Failure,7282,3633,5,19,5,0
CLM03237,1418,SUP-089,Relay Valve,Misalignment,29634,28633,6,353,5,0
CLM03238,1405,SUP-049,Wheel Bearing,Misalignment,45262,1285,3,70,5,0
CLM03239,1938,SUP-070,Wheel Bearing,Corrosion,26485,14786,8,189,7,0
CLM03240,1142,SUP-026,Relay Valve,Misalignment,35729,23649,4,94,6,0
CLM03241,1341,SUP-072,Relay Valve,Sensor Failure,25587,8235,17,150,2,0
CLM03242,1315,SUP-099,Wheel Bearing,Leak,34747,19016,8,124,3,0
CLM03243,1100,SUP-027,Air Filter,Sensor Failure,34040,26505,19,133,5,1
CLM03244,1243,SUP-089,Wheel Speed Sensor,Corrosion,46543,16635,14,222,7,0
CLM03245,1489,SUP-018,Brake Chamber,Sensor Failure,24641,18302,9,67,2,0
CLM03246,1011,SUP-054,U-Joint,Wear,27573,4190,12,295,4,0
CLM03247,1238,SUP-001,U-Joint,Corrosion,6144,2047,13,231,1,0
CLM03248,1560,SUP-061,V-Belt,Breakage,2688,12963,8,156,7,0
CLM03249,1041,SUP-003,Brake Chamber,Sensor Failure,49088,17242,3,150,2,0
CLM03250,1677,SUP-068,Radiator Hose,Misalignment,18979,15666,15,109,8,0
CLM03251,1593,SUP-041,Wheel Bearing,Leak,32803,2062,19,307,1,1
CLM03252,1428,SUP-037,Radiator Hose,Sensor Failure,17154,4886,4,103,2,0
CLM03253,1802,SUP-051,Brake Chamber,Leak,38451,19061,2,81,8,0
CLM03254,1157,SUP-015,Fuel/Water Separator,Wear,16123,20694,5,106,5,0
CLM03255,1215,SUP-008,V-Belt,Breakage,24998,978,2,307,5,0
CLM03256,1669,SUP-038,Relay Valve,Misalignment,6786,17531,7,28,7,0
CLM03257,1461,SUP-083,Wheel Speed Sensor,Corrosion,31289,23559,11,250,4,0
CLM03258,1133,SUP-056,Fuel/Water Separator,Corrosion,6129,763,12,286,9,0
CLM03259,1066,SUP-047,Brake Chamber,Breakage,29914,23986,4,8,3,0
CLM03260,1847,SUP-090,Brake Chamber,Wear,26777,24887,3,254,8,0
CLM03261,1006,SUP-010,Radiator Hose,Wear,3845,4242,8,41,3,0
CLM03262,1947,SUP-078,Air Filter,Sensor Failure,9448,7146,18,153,8,0
CLM03263,1525,SUP-049,Radiator Hose,Wear,28139,11648,5,59,1,0
CLM03264,1072,SUP-041,U-Joint,Sensor Failure,22718,16713,16,205,7,0
CLM03265,1398,SUP-083,Radiator Hose,Leak,24581,26637,12,290,1,0
CLM03266,1404,SUP-030,Air Filter,Breakage,28993,5700,9,167,2,0
CLM03267,1674,SUP-005,Wheel Speed Sensor,Leak,43048,26512,8,327,1,0
CLM03268,1577,SUP-095,Wheel Bearing,Leak,13923,15310,5,214,3,0
CLM03269,1858,SUP-071,Brake Chamber,Leak,14084,15723,19,225,9,0
CLM03270,1129,SUP-083,Relay Valve,Leak,18560,18889,15,294,1,0
CLM03271,1930,SUP-031,Radiator Hose,Corrosion,23567,14853,11,109,3,0
CLM03272,1465,SUP-052,Fuel/Water Separator,Wear,20481,20024,13,244,2,0
CLM03273,1205,SUP-088,Wheel Speed Sensor,Breakage,33016,25983,13,278,5,0
CLM03274,1787,SUP-098,V-Belt,Breakage,12422,629,17,191,7,0
CLM03275,1977,SUP-023,Brake Chamber,Misalignment,2724,9629,16,155,6,0
CLM03276,1767,SUP-048,Air Filter,Leak,31471,20602,17,21,5,1
CLM03277,1265,SUP-040,U-Joint,Breakage,3628,17698,19,163,3,0
CLM03278,1536,SUP-006,Air Filter,Sensor Failure,28875,29038,14,250,7,0
CLM03279,1961,SUP-038,Radiator Hose,Breakage,18734,6349,7,47,9,0
CLM03280,1792,SUP-041,U-Joint,Leak,25109,28457,9,50,2,0
CLM03281,1252,SUP-100,Fuel/Water Separator,Breakage,1619,22490,2,138,6,0
CLM03282,1821,SUP-027,Air Filter,Wear,14786,514,19,111,5,0
CLM03283,1288,SUP-075,Fuel/Water Separator,Leak,29634,14307,6,284,9,0
CLM03284,1163,SUP-069,V-Belt,Corrosion,22927,10729,1,232,8,0
CLM03285,1094,SUP-057,Fuel/Water Separator,Wear,10729,22189,7,293,9,0
CLM03286,1781,SUP-017,Brake Chamber,Breakage,23237,3988,16,169,7,0
CLM03287,1832,SUP-071,Wheel Speed Sensor,Corrosion,37540,13794,2,189,5,0
CLM03288,1109,SUP-091,U-Joint,Misalignment,36301,25782,4,51,4,0
CLM03289,1335,SUP-047,Brake Chamber,Wear,42437,1202,14,8,8,0
CLM03290,1821,SUP-079,Relay Valve,Misalignment,22735,21725,11,229,2,0
CLM03291,1237,SUP-013,Air Filter,Sensor Failure,35808,7075,9,233,1,0
CLM03292,1380,SUP-011,Air Filter,Wear,18949,15925,5,19,3,0
CLM03293,1435,SUP-090,Relay Valve,Corrosion,21509,15940,3,30,7,0
CLM03294,1898,SUP-086,Fuel/Water Separator,Misalignment,30398,14772,2,142,1,0
CLM03295,1482,SUP-092,Brake Chamber,Sensor Failure,5268,21015,10,292,5,0
CLM03296,1936,SUP-024,U-Joint,Misalignment,36607,21726,10,116,5,0
CLM03297,1901,SUP-093,U-Joint,Breakage,45507,23044,7,107,3,0
CLM03298,1024,SUP-073,Relay Valve,Leak,48826,23541,15,34,1,0
CLM03299,1652,SUP-004,Air Filter,Misalignment,41944,14868,5,178,5,0
CLM03300,1116,SUP-046,Relay Valve,Breakage,40308,6992,8,32,8,0
CLM03301,1481,SUP-018,V-Belt,Leak,13412,5999,18,298,9,0
CLM03302,1391,SUP-043,V-Belt,Leak,36511,19439,6,161,6,0
CLM03303,1916,SUP-080,V-Belt,Corrosion,28150,29817,11,270,1,0
CLM03304,1993,SUP-033,Wheel Bearing,Sensor Failure,6642,11678,8,114,5,0
CLM03305,1963,SUP-093,Wheel Speed Sensor,Sensor Failure,11069,4439,4,94,2,0
CLM03306,1536,SUP-010,Radiator Hose,Wear,32832,21835,7,31,1,0
CLM03307,1078,SUP-073,Wheel Bearing,Breakage,2026,20222,2,152,3,0
CLM03308,1579,SUP-059,U-Joint,Corrosion,4592,25592,15,243,5,0
CLM03309,1172,SUP-031,Fuel/Water Separator,Misalignment,1987,17681,9,265,9,0
CLM03310,1955,SUP-028,Air Filter,Breakage,16917,25560,19,356,7,0
CLM03311,1011,SUP-060,Fuel/Water Separator,Misalignment,8238,16206,19,326,6,0
CLM03312,1799,SUP-003,Relay Valve,Misalignment,36515,4174,5,24,9,0
CLM03313,1127,SUP-055,Air Filter,Misalignment,9330,27787,19,218,6,0
CLM03314,1607,SUP-014,Radiator Hose,Wear,6650,9134,3,354,4,0
CLM03315,1091,SUP-058,Radiator Hose,Wear,38264,23405,12,65,7,0
CLM03316,1652,SUP-089,Brake Chamber,Corrosion,26217,2153,7,215,2,0
CLM03317,1542,SUP-015,Fuel/Water Separator,Wear,18807,26089,5,100,2,0
CLM03318,1845,SUP-002,Radiator Hose,Corrosion,26712,9654,12,306,6,0
CLM03319,1531,SUP-024,Wheel Speed Sensor,Wear,37489,25648,4,250,5,0
CLM03320,1657,SUP-078,Brake Chamber,Sensor Failure,28865,13145,19,276,6,0
CLM03321,1988,SUP-064,Air Filter,Corrosion,25633,23565,13,315,2,0
CLM03322,1827,SUP-071,Fuel/Water Separator,Sensor Failure,26275,13408,15,315,2,0
CLM03323,1446,SUP-100,Fuel/Water Separator,Sensor Failure,2145,22883,10,90,1,0
CLM03324,1389,SUP-024,Radiator Hose,Corrosion,22963,26906,1,340,2,0
CLM03325,1671,SUP-027,Air Filter,Breakage,10300,16069,3,251,7,0
CLM03326,1860,SUP-037,Brake Chamber,Leak,47697,12534,18,65,2,1
CLM03327,1042,SUP-094,Wheel Speed Sensor,Wear,21879,29977,16,236,3,0
CLM03328,1253,SUP-091,U-Joint,Misalignment,7242,1315,12,77,6,0
CLM03329,1129,SUP-039,U-Joint,Wear,14832,28747,16,58,6,0
CLM03330,1059,SUP-063,Wheel Bearing,Misalignment,25683,7467,11,100,9,0
CLM03331,1662,SUP-079,Wheel Speed Sensor,Breakage,15285,11228,11,300,2,0
CLM03332,1466,SUP-026,Air Filter,Leak,29823,18094,14,245,7,0
CLM03333,1286,SUP-065,Air Filter,Breakage,10097,20018,17,52,1,0
CLM03334,1516,SUP-004,Brake Chamber,Leak,48852,22339,19,162,6,1
CLM03335,1466,SUP-029,Fuel/Water Separator,Corrosion,2992,17438,11,191,9,0
CLM03336,1929,SUP-001,Wheel Bearing,Corrosion,37890,3292,4,122,8,0
CLM03337,1777,SUP-050,Brake Chamber,Misalignment,29790,22749,10,268,6,0
CLM03338,1344,SUP-086,Wheel Bearing,Sensor Failure,30394,6718,19,294,6,1
CLM03339,1641,SUP-011,Fuel/Water Separator,Sensor Failure,46058,7408,4,246,6,0
CLM03340,1381,SUP-074,Relay Valve,Misalignment,19376,29996,11,184,8,0
CLM03341,1778,SUP-059,Wheel Bearing,Corrosion,24880,13960,7,346,2,0
CLM03342,1689,SUP-062,Brake Chamber,Misalignment,20984,12754,9,168,9,0
CLM03343,1252,SUP-081,Relay Valve,Sensor Failure,14541,12457,2,104,8,0
CLM03344,1926,SUP-036,Wheel Speed Sensor,Misalignment,29975,4802,1,89,2,0
CLM03345,1055,SUP-056,Radiator Hose,Corrosion,5010,8352,8,12,8,0
CLM03346,1462,SUP-090,Brake Chamber,Breakage,9275,1764,19,89,1,0
CLM03347,1456,SUP-021,U-Joint,Wear,37088,23703,16,154,6,1
CLM03348,1982,SUP-013,U-Joint,Corrosion,19889,15410,14,36,6,0
CLM03349,1082,SUP-009,Air Filter,Misalignment,41596,9585,4,16,9,0
CLM03350,1904,SUP-011,Brake Chamber,Corrosion,41653,16094,19,206,9,1
CLM03351,1098,SUP-075,V-Belt,Corrosion,41016,10864,6,162,5,0
CLM03352,1148,SUP-070,Radiator Hose,Sensor Failure,41636,19188,15,200,1,0
CLM03353,1328,SUP-001,V-Belt,Misalignment,33155,28239,13,205,1,0
CLM03354,1155,SUP-070,Wheel Speed Sensor,Sensor Failure,7349,29908,19,157,7,0
CLM03355,1189,SUP-077,Air Filter,Misalignment,24347,16566,4,319,4,0
CLM03356,1493,SUP-086,Radiator Hose,Sensor Failure,4062,4458,2,299,9,0
